alpha_acq_sh_in,alpha_ext_sh_in,alpha_acq_nosh_in,alpha_ext_nosh_in,Q0_in,alpha_acq_sh_out,alpha_ext_sh_out,alpha_acq_nosh_out,alpha_ext_nosh_out,Q0_out
0.05,0.95,0.35,0.95,0.05,0.0499993527191691,0.949998574506026,0.349994420976145,0.949998550000601,0.049954379996052
0.35,0.95,0.35,0.95,0.05,0.349997746905501,0.950005556631368,0.349992306688364,0.950000358508987,0.0500115741851914
0.65,0.95,0.35,0.95,0.05,0.649993488681503,0.950000964570791,0.350002443883568,0.950000269222073,0.0500174043700099
0.95,0.95,0.35,0.95,0.05,0.950016152928583,0.950006572646089,0.35000301618129,0.94999387441203,0.050013093627058
0.05,0.05,0.65,0.95,0.05,0.0499974482954713,0.0499948016076814,0.649983991264889,0.949941398670489,0.0500192915424122
0.35,0.05,0.65,0.95,0.05,0.349995687254705,0.0500025262590498,0.649994152481668,0.950015346403234,0.0499892025254667
0.65,0.05,0.65,0.95,0.05,0.65000502087787,0.0500012179036275,0.649996211825055,0.949970732654037,0.0500185057899216
0.95,0.05,0.65,0.95,0.05,0.949985455750721,0.0499933604442049,0.649995811865665,0.950007600564277,0.0499657289474271
0.05,0.35,0.65,0.95,0.05,0.0499985760761774,0.350002616964048,0.64997638692148,0.949983047605201,0.0499766989523778
0.35,0.35,0.65,0.95,0.05,0.350000718724914,0.349999269936234,0.650011174147949,0.95001189224422,0.050026907469146
0.65,0.35,0.65,0.95,0.05,0.649999866378494,0.349995216820389,0.650000644964166,0.949999594129622,0.0499706125119701
0.95,0.35,0.65,0.95,0.05,0.950009782332927,0.349998014979064,0.65000149293337,0.950013954541646,0.049918350065127
0.05,0.65,0.65,0.95,0.05,0.0500009506940842,0.650008011609316,0.650006834417582,0.950010076165199,0.0500052236020565
0.35,0.65,0.65,0.95,0.05,0.349999120080611,0.649997505533975,0.649998602864798,0.949992090580054,0.0500079876219388
0.65,0.65,0.65,0.95,0.05,0.649999245535582,0.64999207155779,0.64999532699585,0.949985993094742,0.0500214449129999
0.95,0.65,0.65,0.95,0.05,0.949993011192419,0.649992780592584,0.649995709500217,0.949996539209678,0.0499663376176613
0.05,0.95,0.65,0.95,0.05,0.049999574002868,0.949999787269917,0.650002094451338,0.949998988326115,0.0500166041820194
0.35,0.95,0.65,0.95,0.05,0.35000192001462,0.949999587144703,0.650002036243677,0.949995033908635,0.0499989944510162
0.65,0.95,0.65,0.95,0.05,0.650009844859596,0.949989550892496,0.649998888315167,0.949999521166319,0.0499766221619211
0.95,0.95,0.65,0.95,0.05,0.950005508464528,0.950000639306381,0.650000438123243,0.949998334224802,0.050000205199467
0.05,0.05,0.95,0.95,0.05,0.0500016473670257,0.0500016360238078,0.950000262106187,0.950016455499281,0.0500135862530442
0.35,0.05,0.95,0.95,0.05,0.350001615966903,0.0500010943214875,0.950000715296483,0.949992473440943,0.0500275115191471
0.65,0.05,0.95,0.95,0.05,0.649997885600897,0.0499978969601216,0.949993405811256,0.949991787500039,0.049995840221527
0.95,0.05,0.95,0.95,0.05,0.949998912314186,0.0500001437030733,0.949993453570642,0.950011505425209,0.0500063164217863
0.05,0.35,0.95,0.95,0.05,0.0499975632774294,0.350001048624108,0.949983138612879,0.949992837216996,0.0499694470563554
0.35,0.35,0.95,0.95,0.05,0.350002535269596,0.350002159248106,0.949991553789005,0.949972138274461,0.0499655307503417
0.65,0.35,0.95,0.95,0.05,0.649994618725032,0.350007504224777,0.949992312118411,0.950007249601185,0.0499962740577757
0.95,0.35,0.95,0.95,0.05,0.949995353992563,0.349995987577131,0.950003788719187,0.949991680827225,0.0499911928491201
0.05,0.65,0.95,0.95,0.05,0.0499993795529008,0.649997258558869,0.949992320965976,0.950001634191722,0.0499868970364332
0.35,0.65,0.95,0.95,0.05,0.349998973695619,0.65001080899674,0.949992377252784,0.949990422355768,0.0500368742068531
0.65,0.65,0.95,0.95,0.05,0.650005327654071,0.649993862840347,0.94999566313345,0.949986877967604,0.0500084552913904
0.95,0.65,0.95,0.95,0.05,0.949996922310675,0.650002877373481,0.950000889948569,0.950006386468885,0.0500393725233153
0.05,0.95,0.95,0.95,0.05,0.0500001199543476,0.95000683888793,0.950005969032645,0.9499919898808,0.0499870497733355
0.35,0.95,0.95,0.95,0.05,0.350000551639823,0.950000261567766,0.949996596958954,0.949997671792516,0.0500136243063025
0.65,0.95,0.95,0.95,0.05,0.649991495884024,0.950000156764872,0.949986457941122,0.950002017430961,0.05001417954918
0.95,0.95,0.95,0.95,0.05,0.949993995134719,0.94999214951531,0.949991910572862,0.949997600226197,0.0499986006470863
0.05,0.05,0.05,0.05,0.35,0.0500006741513062,0.0500021027655748,0.0499997687420546,0.0500014913523046,0.350015834439546
0.35,0.05,0.05,0.05,0.35,0.349999268713873,0.0499970832315739,0.0499986491922755,0.049999207170913,0.350009073183173
0.65,0.05,0.05,0.05,0.35,0.650002614682307,0.0499968406802509,0.0499998206214514,0.0499995574064087,0.350026739761233
0.95,0.05,0.05,0.05,0.35,0.949985902290791,0.0499989609234035,0.0500025548972189,0.0499996216967702,0.349992372095585
0.05,0.35,0.05,0.05,0.35,0.0499994545630216,0.350003788131289,0.0499995730710907,0.0500001599320967,0.349995912327813
0.35,0.35,0.05,0.05,0.35,0.349971457006177,0.349994356307434,0.0499956985004246,0.0499987196235452,0.350001202285057
0.65,0.35,0.05,0.05,0.35,0.649953993037343,0.3499970784178,0.0500008015660569,0.0499994880519807,0.350010437425226
0.95,0.35,0.05,0.05,0.35,0.950038064736873,0.349998173769563,0.0500004962086678,0.0500003662891686,0.350007326574996
0.05,0.65,0.05,0.05,0.35,0.0499948671786115,0.650003249291331,0.0499931706581265,0.0500010022660717,0.350015347008593
0.35,0.65,0.05,0.05,0.35,0.34998184558026,0.649988777755425,0.0499983082700055,0.0499981714783644,0.349996953074879
0.65,0.65,0.05,0.05,0.35,0.650026722927578,0.64998826419469,0.0499976680148393,0.0499992469558492,0.350006067077629
0.95,0.65,0.05,0.05,0.35,0.94998531408055,0.649989813435241,0.0499956597559503,0.0499992687473423,0.350019575264014
0.05,0.95,0.05,0.05,0.35,0.0499972980896928,0.949984951012084,0.0499972677635014,0.0500002781550393,0.350011427284244
0.35,0.95,0.05,0.05,0.35,0.349989059839572,0.949997595767854,0.0499888163521973,0.0500002727512765,0.350034100429184
0.65,0.95,0.05,0.05,0.35,0.649966963654151,0.95000927062938,0.0499983263143804,0.0499997407314368,0.349998903489904
0.95,0.95,0.05,0.05,0.35,0.949982036428992,0.949989053216996,0.0499930855585262,0.0500002386979759,0.350003640254727
0.05,0.05,0.35,0.05,0.35,0.0499985039059538,0.0500034554570448,0.349991184019018,0.0500025521032512,0.349995216558455
0.35,0.05,0.35,0.05,0.35,0.350003356579691,0.0499962173344102,0.350001649610931,0.0499985874339473,0.350010712078074
0.65,0.05,0.35,0.05,0.35,0.649995470186695,0.0499939625733532,0.350000536098378,0.0499991149699781,0.350003120722249
0.95,0.05,0.35,0.05,0.35,0.950014455993369,0.0500021018888219,0.349999728809053,0.0500007483497029,0.350007289249334
0.05,0.35,0.35,0.05,0.35,0.0500003196357284,0.349998199846596,0.350002058898099,0.0499990870303009,0.349984753906028
0.35,0.35,0.35,0.05,0.35,0.350003407656914,0.349977881036466,0.349998578341911,0.0499971539829858,0.350015750183957
0.65,0.35,0.35,0.05,0.35,0.650014272687258,0.349996026197914,0.350000337493839,0.0499998259765562,0.350010023859795
0.95,0.35,0.35,0.05,0.35,0.950015543727204,0.350003628176637,0.349998404853977,0.0500008255476132,0.349986917572096
0.05,0.65,0.35,0.05,0.35,0.0499974513659254,0.649982493603602,0.349990614689887,0.0499983570771292,0.35000787768513
0.35,0.65,0.35,0.05,0.35,0.349986444693059,0.64999746857211,0.3499899758026,0.0499996156431735,0.349990278482437
0.65,0.65,0.35,0.05,0.35,0.650001360310853,0.650009239401697,0.350000282678593,0.0499996894905053,0.350013310315262
0.95,0.65,0.35,0.05,0.35,0.949992963578552,0.649976410437375,0.349991106428206,0.0499991504475474,0.349991302005947
0.05,0.95,0.35,0.05,0.35,0.0500003203633241,0.950013599736849,0.350000587612158,0.0500006845395546,0.349975737102795
0.35,0.95,0.35,0.05,0.35,0.349997483426705,0.949984145234339,0.349995074095204,0.049998237984255,0.350005635322304
0.65,0.95,0.35,0.05,0.35,0.64999530185014,0.950019258656539,0.349992376868613,0.0499999920139089,0.350022318889387
0.95,0.95,0.35,0.05,0.35,0.949987556203268,0.949999660952017,0.350002882885747,0.0500007957452908,0.349966269801371
0.05,0.05,0.65,0.05,0.35,0.0499988364754245,0.04999739152845,0.649989333585836,0.0499969696393237,0.349998985417187
0.35,0.05,0.65,0.05,0.35,0.35000452195527,0.0499989210802596,0.650002835085616,0.0499994024576154,0.350007774453843
0.65,0.05,0.65,0.05,0.35,0.649994613137096,0.0500005355279427,0.650006372161442,0.0500003713823389,0.350006600143388
0.95,0.05,0.65,0.05,0.35,0.949986843945226,0.0499990388925653,0.650001066009281,0.0499995934660546,0.350001496553887
0.05,0.35,0.65,0.05,0.35,0.049998952075839,0.350001413375139,0.649995340034366,0.0500002298504114,0.350000878795981
0.35,0.35,0.65,0.05,0.35,0.350003194063902,0.350003186613321,0.649997727945447,0.0499996077269316,0.349990218877792
0.65,0.35,0.65,0.05,0.35,0.649998359149322,0.350005720683839,0.650000047957292,0.0500004189671017,0.349983602325665
0.95,0.35,0.65,0.05,0.35,0.950005004458944,0.34999738499755,0.649997833679663,0.0500000082174665,0.349999935788219
0.05,0.65,0.65,0.05,0.35,0.0500000999600161,0.649987387034344,0.649999843823025,0.0499994300480466,0.349998420337215
0.35,0.65,0.65,0.05,0.35,0.350001147591684,0.650003183356603,0.649999767992995,0.0499996385406121,0.350023959683313
0.65,0.65,0.65,0.05,0.35,0.649995105683047,0.650008920030814,0.649998498425703,0.0499999056282832,0.349999919739275
0.95,0.65,0.65,0.05,0.35,0.949984172708355,0.649981126771308,0.649999313987792,0.0500000303145498,0.349992039962672
0.05,0.95,0.65,0.05,0.35,0.0499994605779648,0.949989788117819,0.649998385692015,0.0500005141366273,0.350042586913332
0.35,0.95,0.65,0.05,0.35,0.350005169690746,0.950012856093451,0.650001745267389,0.0500010052452353,0.350002985508723
0.65,0.95,0.65,0.05,0.35,0.650002013695484,0.950000363749496,0.649999338080306,0.0499991781853169,0.35001998820735
0.95,0.95,0.65,0.05,0.35,0.950001085846452,0.950027485087048,0.649998725042678,0.0500011806725524,0.349997081328183
0.05,0.05,0.95,0.05,0.35,0.0499993520788848,0.0499989177915268,0.95000782518764,0.0499999613384716,0.350001003971556
0.35,0.05,0.95,0.05,0.35,0.349998987163417,0.0499977465951815,0.949992676120019,0.0499983570771292,0.3499897554575
0.65,0.05,0.95,0.05,0.35,0.649994944375067,0.0500002659973688,0.949998692041845,0.0500004703135346,0.349979777573026
0.95,0.05,0.95,0.05,0.35,0.949997830204666,0.0499961896566674,0.949998921772931,0.0499985808564816,0.350003361265408
0.05,0.35,0.95,0.05,0.35,0.0499983608024195,0.350000829668716,0.949975755647756,0.0499998759478331,0.349992563598789
0.35,0.35,0.95,0.05,0.35,0.349999964586459,0.34999886516016,0.950006872124504,0.049999542417936,0.350001253857045
0.65,0.35,0.95,0.05,0.35,0.649998704931932,0.349998707300983,0.949991853820393,0.0499994124984369,0.350002799677895
0.95,0.35,0.95,0.05,0.35,0.949995227594627,0.349993565410841,0.9500026513997,0.0499989035597537,0.349998234567465
0.05,0.65,0.95,0.05,0.35,0.0500011495751096,0.650015155559231,0.950005479637184,0.0500012484917534,0.350012925584451
0.35,0.65,0.95,0.05,0.35,0.350000316451769,0.650004953262396,0.950005969032645,0.0500005227222573,0.349985856184503
0.65,0.65,0.95,0.05,0.35,0.650001599919051,0.650011456571519,0.949997302494012,0.0500003955094144,0.349994250107557
0.95,0.65,0.95,0.05,0.35,0.949995917122578,0.649987123731989,0.949999861855758,0.0499990471289493,0.350011440692469
0.05,0.95,0.95,0.05,0.35,0.0500003182096407,0.949996775685577,0.950001804245403,0.0499998722807504,0.349987094290555
0.35,0.95,0.95,0.05,0.35,0.349997582874494,0.949985245795688,0.949989861808717,0.0499998484447133,0.350005356449401
0.65,0.95,0.95,0.05,0.35,0.650001333560795,0.949988851731177,0.949997295450885,0.050000063754851,0.349986459157662
0.95,0.95,0.95,0.05,0.35,0.950006110360846,0.949996577983256,0.949994852824602,0.0500008015660569,0.350010651542107
0.05,0.05,0.05,0.35,0.35,0.0499982563596859,0.049998974391201,0.0499911244005489,0.349995792537811,0.349990203194466
0.35,0.05,0.05,0.35,0.35,0.349993086350878,0.0500016262212739,0.0499965042272379,0.350002470335312,0.349978988990188
0.65,0.05,0.05,0.35,0.35,0.649998212154514,0.0500014605818251,0.0500029377899409,0.349997449592593,0.34999591476344
0.95,0.05,0.05,0.35,0.35,0.949989410350099,0.0500017059384845,0.0499932535167318,0.3500055585464,0.349986876914045
0.05,0.35,0.05,0.35,0.35,0.0500014200806618,0.350002795923501,0.0500071025453508,0.350001474376768,0.350055889226496
0.35,0.35,0.05,0.35,0.35,0.349995113210753,0.350001215614611,0.0500001165200956,0.349999702884816,0.350008050329052
0.65,0.35,0.05,0.35,0.35,0.64998138640658,0.349998135119677,0.0499964261980494,0.349998754943954,0.350004050313146
0.95,0.35,0.05,0.35,0.35,0.949991220879383,0.350002983128434,0.0499968472704495,0.349997576857277,0.350029174289375
0.05,0.65,0.05,0.35,0.35,0.0499997531674126,0.650001140148561,0.0499998582117769,0.349999785273212,0.349987159416742
0.35,0.65,0.05,0.35,0.35,0.350003829691559,0.650003031274537,0.05000004984322,0.350001187733142,0.349980924627744
0.65,0.65,0.05,0.35,0.35,0.649973068386316,0.649995673447847,0.0500006210058928,0.349995939061046,0.349998038262129
0.95,0.65,0.05,0.35,0.35,0.94999966584146,0.650010239332914,0.0499985478818417,0.350002393126488,0.349973268806934
0.05,0.95,0.05,0.35,0.35,0.0500005921348929,0.949994690250605,0.0500011071562767,0.349997619632632,0.349987489171326
0.35,0.95,0.05,0.35,0.35,0.350002020713873,0.949995501810918,0.0499992816185113,0.350000070495298,0.350013473682338
0.65,0.95,0.05,0.35,0.35,0.649997154599987,0.949999485863373,0.0499971342505887,0.350002284278162,0.349972142605111
0.95,0.95,0.05,0.35,0.35,0.950013501378635,0.94999944958181,0.0500031208775908,0.349998350442547,0.350030376765062
0.05,0.05,0.35,0.35,0.35,0.0499998952436727,0.0499983409245033,0.35000144696096,0.350010527588893,0.349990297516342
0.35,0.05,0.35,0.35,0.35,0.350001919898205,0.0499965300550684,0.349995013326406,0.349999895086512,0.349986483692192
0.65,0.05,0.35,0.35,0.35,0.650006706244312,0.0500020429026335,0.349996713281143,0.350012055627303,0.350014109397307
0.95,0.05,0.35,0.35,0.35,0.950006998784374,0.0500001708569471,0.350004004343646,0.3499958878092,0.349996444187127
0.05,0.35,0.35,0.35,0.35,0.0499971875688061,0.349995904049138,0.349973925360246,0.350000086094951,0.350018847238971
0.35,0.35,0.35,0.35,0.35,0.349997216719203,0.349991425988264,0.349996773235034,0.349996848526644,0.349965559260454
0.65,0.35,0.35,0.35,0.35,0.650005229674207,0.349997215631447,0.350005258776946,0.349997976420582,0.349988199558084
0.95,0.35,0.35,0.35,0.35,0.949993830290623,0.349993933225051,0.349999587284401,0.349993200972676,0.34998076595366
0.05,0.65,0.35,0.35,0.35,0.0499982522742357,0.650005093310028,0.349987854307983,0.349997801240534,0.350001354323467
0.35,0.65,0.35,0.35,0.35,0.35000511736871,0.649996144442412,0.350006904132897,0.34999808883731,0.350020838748605
0.65,0.65,0.35,0.35,0.35,0.6499964450486,0.650002597365528,0.349995138822123,0.350001274142414,0.349993671290576
0.95,0.65,0.35,0.35,0.35,0.949995721573941,0.65000037883874,0.35000069194939,0.350000550737604,0.350001543061808
0.05,0.95,0.35,0.35,0.35,0.0499990481184795,0.950004214595538,0.349991768889595,0.34999493896612,0.349955591314938
0.35,0.95,0.35,0.35,0.35,0.350000294230995,0.949994421787778,0.350001198416066,0.350002386665437,0.350008632070967
0.65,0.95,0.35,0.35,0.35,0.650015884515597,0.949996965209721,0.350006020249566,0.349993156618439,0.349961717874976
0.95,0.95,0.35,0.35,0.35,0.949999399948865,0.949998446507379,0.350001458544284,0.350000614183955,0.349980187835172
0.05,0.05,0.65,0.35,0.35,0.0499976365463226,0.0500016896112356,0.649960593720607,0.350004811618419,0.350016187709116
0.35,0.05,0.65,0.35,0.35,0.350000317092054,0.0500087873078883,0.649993476225063,0.350004660547711,0.350010032649152
0.65,0.05,0.65,0.35,0.35,0.649998825625516,0.0499967401847243,0.650001711212099,0.349997842218727,0.3500003736699
0.95,0.05,0.65,0.35,0.35,0.950000438257121,0.0499997795850504,0.650006131560076,0.350009174813749,0.350003568280954
0.05,0.35,0.65,0.35,0.35,0.0499997871229425,0.349998086923733,0.650004343711771,0.349990110145882,0.349976981990039
0.35,0.35,0.65,0.35,0.35,0.349995015147215,0.349998593477721,0.649995699021019,0.350002762997974,0.350004498795897
0.65,0.35,0.65,0.35,0.35,0.650003155693412,0.350002842023969,0.649998439475894,0.34999623708427,0.350017637014389
0.95,0.35,0.65,0.35,0.35,0.949987834319472,0.349998116493225,0.649996610358357,0.349996689707041,0.350006762892008
0.05,0.65,0.65,0.35,0.35,0.0499989239815477,0.649996615020427,0.649993557961352,0.349999204081541,0.349999335972825
0.35,0.65,0.65,0.35,0.35,0.350004271254875,0.64999706170056,0.65000665280968,0.349997499142773,0.349988017231226
0.65,0.65,0.65,0.35,0.35,0.649998021777719,0.650004219147377,0.650002040318213,0.350004379521124,0.35000071383547
0.95,0.65,0.65,0.35,0.35,0.950006230457802,0.64999508222536,0.650000532434206,0.350000698956137,0.349998106503335
0.05,0.95,0.65,0.35,0.35,0.0499993269622792,0.950001300807344,0.649999709334224,0.350000796810491,0.349986960412934
0.35,0.95,0.65,0.35,0.35,0.350004984473344,0.949999134492828,0.650004167313455,0.349994660267839,0.349991225608392
0.65,0.95,0.65,0.35,0.35,0.650000769644976,0.949998712632805,0.649993282742798,0.349998448509723,0.3500313651748
0.95,0.95,0.65,0.35,0.35,0.950006190803833,0.949998539872468,0.650010661192937,0.350002327002585,0.349995303986361
0.05,0.05,0.95,0.35,0.35,0.049998776987195,0.0499952621757984,0.949981844052672,0.350001107901335,0.349987279623747
0.35,0.05,0.95,0.35,0.35,0.350000242397073,0.0500022059568437,0.95000305477879,0.350008852517931,0.35001834450668
0.65,0.05,0.95,0.35,0.35,0.649997854576213,0.0499993994890247,0.94999577771523,0.350008469395107,0.349982275802176
0.95,0.05,0.95,0.35,0.35,0.950004567508586,0.0500037396268453,0.950002646364737,0.350005315733142,0.349993494804949
0.05,0.35,0.95,0.35,0.35,0.0499993168050423,0.349996082564758,0.949998302108725,0.349989991256734,0.350008703157073
0.35,0.35,0.95,0.35,0.35,0.349999744154047,0.349994339572731,0.950006259809015,0.349997543526115,0.350022969127167
0.65,0.35,0.95,0.35,0.35,0.650001746787893,0.349998809169847,0.949993707594331,0.349997894030821,0.35002050384719
0.95,0.35,0.95,0.35,0.35,0.949994427792262,0.34999903163407,0.950000902841566,0.350000846403418,0.34999177447753
0.05,0.65,0.95,0.35,0.35,0.050000372400973,0.650000434950925,0.950000298995292,0.350001970655285,0.349977831792785
0.35,0.65,0.95,0.35,0.35,0.349998255842365,0.649993839673698,0.949985408456996,0.350000907899812,0.350020952522755
0.65,0.65,0.95,0.35,0.35,0.649996714142617,0.650004058676132,0.94998846991075,0.350000838057895,0.350001991166209
0.95,0.65,0.95,0.35,0.35,0.949995779141318,0.650007400545292,0.949998739408329,0.350000366772292,0.350001017039176
0.05,0.95,0.95,0.35,0.35,0.050000422517769,0.949998606578447,0.949994718888775,0.349995204946026,0.349991391180083
0.35,0.95,0.95,0.35,0.35,0.349997284480196,0.949991540983319,0.949998660667916,0.349995743054023,0.349951180818607
0.65,0.95,0.95,0.35,0.35,0.650003006623592,0.950002824683907,0.950000378186814,0.350002031016629,0.349959500192199
0.95,0.95,0.95,0.35,0.35,0.949995134607889,0.950004884740338,0.95000451663509,0.349997230106965,0.350025030551478
0.05,0.05,0.05,0.65,0.35,0.0499984385314747,0.050007169636956,0.0499934790204861,0.649993549326609,0.350027997817961
0.35,0.05,0.05,0.65,0.35,0.349996157456189,0.0499986705835909,0.050000163493678,0.649997351923957,0.349944246001542
0.65,0.05,0.05,0.65,0.35,0.649987650569528,0.0500049161491916,0.0499974079430103,0.649999085813761,0.349998675985262
0.95,0.05,0.05,0.65,0.35,0.94999332644511,0.0500015318393707,0.0499966093339026,0.650005421601236,0.350000359350815
0.05,0.35,0.05,0.65,0.35,0.0500005195353879,0.350001386039366,0.0500020415929612,0.650013000878971,0.349983625550522
0.35,0.35,0.05,0.65,0.35,0.350000757258385,0.350000297679799,0.0499984591733664,0.650005014904309,0.350039473269135
0.65,0.35,0.05,0.65,0.35,0.650019992608577,0.34999997925479,0.0500043452484533,0.650002715294249,0.350020898040384
0.95,0.35,0.05,0.65,0.35,0.949983570317272,0.350002146493352,0.050000691342575,0.650000972193084,0.3500526147036
0.05,0.65,0.05,0.65,0.35,0.0499995557183865,0.650005560048157,0.0500008028175216,0.650008619413711,0.349991457303986
0.35,0.65,0.05,0.65,0.35,0.349997846176848,0.65000795153901,0.0499993374105543,0.650000554858707,0.350029159337282
0.65,0.65,0.05,0.65,0.35,0.649983610521303,0.650000326364534,0.0499975197672029,0.649998459040944,0.350008149085625
0.95,0.65,0.05,0.65,0.35,0.950009927433712,0.649995525101986,0.0500022567521228,0.65000349120055,0.349986214918317
0.05,0.95,0.05,0.65,0.35,0.0500011857511709,0.950006079714512,0.0500016427504306,0.650007229580297,0.350000318056118
0.35,0.95,0.05,0.65,0.35,0.35000201157527,0.950009125139331,0.0500001792970579,0.650003819377162,0.350000327773159
0.65,0.95,0.05,0.65,0.35,0.649988328746986,0.950000341319537,0.0500002065018634,0.649996395164635,0.349977794998267
0.95,0.95,0.05,0.65,0.35,0.949981458528782,0.949994246650022,0.050002445204882,0.649997438020364,0.349956741498318
0.05,0.05,0.35,0.65,0.35,0.0499991995748132,0.0499960235320032,0.349998480291106,0.649984859977849,0.349983112420887
0.35,0.05,0.35,0.65,0.35,0.349998660734855,0.0499984420603141,0.349998247227632,0.650012552621774,0.349990898976102
0.65,0.05,0.35,0.65,0.35,0.649997429689392,0.049998257891275,0.349997809273191,0.65000348794274,0.350019363802858
0.95,0.05,0.35,0.65,0.35,0.949992086156271,0.0500001129112206,0.34999635850545,0.650001883419463,0.349955871672137
0.05,0.35,0.35,0.65,0.35,0.0499995088903233,0.349995797732845,0.349993911106139,0.649987241486087,0.349977811914869
0.35,0.35,0.35,0.65,0.35,0.350003202445805,0.350002520252019,0.350001451559365,0.649998371955007,0.350034583359957
0.65,0.35,0.35,0.65,0.35,0.650000601890497,0.349999667494558,0.350000015925616,0.650004047667608,0.350019029690884
0.95,0.35,0.35,0.65,0.35,0.949994286187575,0.3500009936688,0.35000049527298,0.649998703964229,0.35002124960738
0.05,0.65,0.35,0.65,0.35,0.0499999960884452,0.649994314881042,0.350000496022403,0.649989361758344,0.350009158602916
0.35,0.65,0.35,0.65,0.35,0.349996637087315,0.649992963764817,0.349999687983654,0.649997194763273,0.349995303433388
0.65,0.65,0.35,0.65,0.35,0.650006692274474,0.649998044129461,0.349999127094634,0.649999265093356,0.350001699407585
0.95,0.65,0.35,0.65,0.35,0.950017077877419,0.649997927881486,0.349998182718991,0.649998528126162,0.34997586375539
0.05,0.95,0.35,0.65,0.35,0.0499982844048645,0.950005970575148,0.349995656259125,0.649996750988066,0.350030198314926
0.35,0.95,0.35,0.65,0.35,0.349991255206987,0.949988501844928,0.349994063959457,0.649998806416988,0.349997496581636
0.65,0.95,0.35,0.65,0.35,0.649993568076752,0.949994364520535,0.349999917554669,0.649998299311846,0.349979231716134
0.95,0.95,0.35,0.65,0.35,0.950005726888776,0.949996969779022,0.349997909506783,0.650000575114973,0.350006155087613
0.05,0.05,0.65,0.65,0.35,0.0500002112239599,0.0500025562942028,0.649996338412166,0.650097969919443,0.350031116977334
0.35,0.05,0.65,0.65,0.35,0.349999862140976,0.05000291520264,0.650001871865243,0.650024051428773,0.350004932959564
0.65,0.05,0.65,0.65,0.35,0.650002240785398,0.0500000312458724,0.649994886945933,0.649988230434246,0.349985964014195
0.95,0.05,0.65,0.65,0.35,0.949993856223955,0.050002968240733,0.649993586246637,0.65000166183745,0.350001013564906
0.05,0.35,0.65,0.65,0.35,0.0499991150572896,0.349996741861105,0.649994538514875,0.65001559862867,0.350054604816251
0.35,0.35,0.65,0.65,0.35,0.350002056817175,0.349995444792512,0.649999242874401,0.649999889830724,0.350034769002377
0.65,0.35,0.65,0.65,0.35,0.649994810693897,0.350007442466449,0.649994874314871,0.650015677121701,0.350003315717913
0.95,0.35,0.65,0.65,0.35,0.950007615880168,0.350004846906813,0.649998114065966,0.649998877343023,0.349977767931705
0.05,0.65,0.65,0.65,0.35,0.0500000208849087,0.649999961606227,0.649996522231959,0.649992729653604,0.349981619394384
0.35,0.65,0.65,0.65,0.35,0.349995993427001,0.649999334011227,0.649990282021463,0.649992594029754,0.349976661032997
0.65,0.65,0.65,0.65,0.35,0.650001600850374,0.649998929584399,0.649999156710692,0.649997718282975,0.349992546834983
0.95,0.65,0.65,0.65,0.35,0.950003597366049,0.649997895300203,0.650005187300849,0.649995540234158,0.34999794946043
0.05,0.95,0.65,0.65,0.35,0.0500008552626241,0.950004953716416,0.650006848125486,0.649997851927765,0.349985619657673
0.35,0.95,0.65,0.65,0.35,0.349994601798244,0.950001224409789,0.649990370962769,0.650004335911945,0.350023786304519
0.65,0.95,0.65,0.65,0.35,0.650000632624142,0.949999242904596,0.649994672043249,0.649998782784678,0.349970055627637
0.95,0.95,0.65,0.65,0.35,0.949993981106672,0.949995986244176,0.650001622125274,0.650002214038977,0.350028951710556
0.05,0.05,0.95,0.65,0.35,0.0499995088903233,0.0499984998023137,0.949995305505581,0.649958032299764,0.349982463521883
0.35,0.05,0.95,0.65,0.35,0.34999736957252,0.0499958973377943,0.949982330203056,0.650009265169501,0.349978931248188
0.65,0.05,0.95,0.65,0.35,0.650002199225128,0.0500019090250134,0.94999941252172,0.649993116036057,0.349981085397303
0.95,0.05,0.95,0.65,0.35,0.94999449281022,0.0500035628210753,0.950004224083386,0.650003993650898,0.350007976521738
0.05,0.35,0.95,0.65,0.35,0.0500013620767277,0.349999885793295,0.950004805434219,0.649996210930112,0.349991229093575
0.35,0.35,0.95,0.65,0.35,0.35000059963204,0.349995654658414,0.950005147256888,0.649997348664328,0.350017995922826
0.65,0.35,0.95,0.65,0.35,0.64999986323528,0.349999609636143,0.950007238076068,0.6499952187296,0.349988672882318
0.95,0.35,0.95,0.65,0.35,0.950002307421528,0.350003729341552,0.949994539492764,0.650008534197696,0.349986781133339
0.05,0.65,0.95,0.65,0.35,0.0499998436062015,0.649997463493492,0.949990780864027,0.649997274384077,0.350007560220547
0.35,0.65,0.95,0.65,0.35,0.350000087111766,0.649994247456561,0.949994797367253,0.649995099711305,0.349996592281968
0.65,0.65,0.95,0.65,0.35,0.649997073342092,0.649996180203743,0.949992504087277,0.649999538552947,0.350026971078478
0.95,0.65,0.95,0.65,0.35,0.950000139855547,0.649997188913403,0.950003462116001,0.650002231064718,0.349991015420528
0.05,0.95,0.95,0.65,0.35,0.0500000882893801,0.949990756809711,0.950000505894423,0.650000672787428,0.349982511252165
0.35,0.95,0.95,0.65,0.35,0.349996330332942,0.949992254725657,0.949984168866649,0.649997147265822,0.349999209982343
0.65,0.95,0.95,0.65,0.35,0.649999550543725,0.950002036639489,0.950000027776696,0.649993663770147,0.350026846397668
