alpha0_in,eta0_in,kappa_in,eta_sh_in,eta_nosh_in,alpha0_out,eta0_out,kappa_out,eta_sh_out,eta_nosh_out
0.05,0.05,0.95,0.65,0.05,0.0500325558077748,0.05001140139575,0.950000928731242,0.649997362748763,0.0500033401222026
0.35,0.05,0.95,0.65,0.05,0.350012181792408,0.0499864039593376,0.949998044205131,0.650017399981152,0.0499999723979272
0.65,0.05,0.95,0.65,0.05,0.650007422653289,0.0500067735265475,0.949995136259531,0.650015241793881,0.0500019038445316
0.95,0.05,0.95,0.65,0.05,0.950018913863914,0.0500116440330203,0.949999443622801,0.650014130873842,0.0499986874870046
0.05,0.35,0.95,0.65,0.05,0.0500626787543297,0.350025618448853,0.950004193931818,0.649980967864394,0.0499955806881189
0.35,0.35,0.95,0.65,0.05,0.349959442391992,0.349983798339963,0.950000882148743,0.650014102458954,0.0500016044825315
0.65,0.35,0.95,0.65,0.05,0.649955235072412,0.350031877169386,0.950000920915045,0.650006362586282,0.0500051924027503
0.95,0.35,0.95,0.65,0.05,0.950036693484435,0.350012495584451,0.94999739094601,0.649990785843329,0.0499979957039614
0.05,0.65,0.95,0.65,0.05,0.0500185671335203,0.650053669232875,0.949996691859269,0.650022940448252,0.0500039009784814
0.35,0.65,0.95,0.65,0.05,0.349987280098503,0.649970044840302,0.949999520633355,0.650001429425174,0.0499978746993293
0.65,0.65,0.95,0.65,0.05,0.649992616740633,0.649990642416697,0.950005085079965,0.64997188826294,0.0500035309867144
0.95,0.65,0.95,0.65,0.05,0.950010752952949,0.650012674122991,0.949998018055339,0.650008211378008,0.0500008347080438
0.05,0.95,0.95,0.65,0.05,0.0500375257979613,0.949959033809137,0.949996318726335,0.649999777902849,0.0499981638859026
0.35,0.95,0.95,0.65,0.05,0.349983844576855,0.949912736272381,0.950003786734669,0.64997961561312,0.0499985097394529
0.65,0.95,0.95,0.65,0.05,0.650021491572261,0.949946742504835,0.950000271201134,0.649983180686831,0.049999276176095
0.95,0.95,0.95,0.65,0.05,0.950026971404441,0.949954277719371,0.949999364209361,0.650000936584547,0.0499997406732291
0.05,0.05,0.05,0.95,0.05,0.0523121916048694,0.00416228480753489,0.0623722744931001,0.754072443931364,0.039538819110021
0.35,0.05,0.05,0.95,0.05,0.349353731550309,0.0722572528507044,0.0476179800684804,0.999957793166232,0.0527243221781646
0.65,0.05,0.05,0.95,0.05,0.649508164191502,0.0674813527894003,0.0580277149510948,0.811732738644423,0.0424745447817259
0.95,0.05,0.05,0.95,0.05,0.947398587712087,0.960516024832032,0.0523036798549583,0.906461871752981,0.0478390787902754
0.05,0.35,0.05,0.95,0.05,0.0521701107791159,0.248140831216006,0.061705440224614,0.760089756193338,0.0398690295987763
0.35,0.35,0.05,0.95,0.05,0.358871442265809,0.497980948071927,0.048570420127362,0.979073717258871,0.0515611048322171
0.65,0.35,0.05,0.95,0.05,0.646526500153414,0.425321848022577,0.0606333707764861,0.775034917853191,0.0405945255261031
0.95,0.35,0.05,0.95,0.05,0.950734541751444,0.0101760569959879,0.0559512805193663,0.843864464201033,0.0443481546826661
0.05,0.65,0.05,0.95,0.05,0.0604558326231199,0.761167172388014,0.0548009494686994,0.863147335214308,0.0452255508280359
0.35,0.65,0.05,0.95,0.05,0.353674055491865,0.679607344885881,0.0514544109246344,0.921895155894163,0.0485008655086858
0.65,0.65,0.05,0.95,0.05,0.65367811312899,0.384711175924167,0.0573342158459127,0.8227705078898,0.0435540920589119
0.95,0.65,0.05,0.95,0.05,0.950899877585471,0.986866080551408,0.051845065667294,0.914613055880181,0.0483939773403108
0.05,0.95,0.05,0.95,0.05,0.055643983068876,0.829942557145841,0.0623097864445299,0.754037363105454,0.0394662198377773
0.35,0.95,0.05,0.95,0.05,0.349639179185033,0.946184469386935,0.051044087857008,0.929496172815561,0.0488624479621649
0.65,0.95,0.05,0.95,0.05,0.651293609074855,0.701337955396411,0.0608712104053666,0.77230582013226,0.0399353026373319
0.95,0.95,0.05,0.95,0.05,0.951461963333713,0.400210577765392,0.0505633485663566,0.938746897441888,0.0493255301244062
0.05,0.05,0.35,0.95,0.05,0.0505877272516955,0.0486555399547797,0.349983468360733,0.950076164794154,0.0500136201735586
0.35,0.05,0.35,0.95,0.05,0.350253517099191,0.0506242960109375,0.350035543960985,0.949945425323676,0.0499754175543785
0.65,0.05,0.35,0.95,0.05,0.649540323225665,0.0525950729352189,0.3501802454266,0.949404067570867,0.0499520505254623
0.95,0.05,0.35,0.95,0.05,0.950385206502688,0.0518017777285422,0.350076958988211,0.949780445647775,0.0499540885866736
0.05,0.35,0.35,0.95,0.05,0.0499854873341974,0.349992470844882,0.349992596777156,0.950021727097919,0.0500163650722243
0.35,0.35,0.35,0.95,0.05,0.350085165737255,0.350207351999416,0.350027945278271,0.949882749664539,0.0499976426290232
0.65,0.35,0.35,0.95,0.05,0.650142928352579,0.350109510240145,0.349995995638892,0.950062108924612,0.0499882638687268
0.95,0.35,0.35,0.95,0.05,0.950020925170975,0.350109064136632,0.350033765862463,0.949947698303731,0.0499859511037357
0.05,0.65,0.35,0.95,0.05,0.0500016513979062,0.649808964692056,0.350044164224528,0.949876022641547,0.0499870290514082
0.35,0.65,0.35,0.95,0.05,0.349838145339163,0.650250370141293,0.350051903667918,0.94984110671794,0.0499793033086462
0.65,0.65,0.35,0.95,0.05,0.650108858128078,0.650303040281869,0.349982654443011,0.950075811124407,0.0499988263472915
0.95,0.65,0.35,0.95,0.05,0.949823642762567,0.649899518253733,0.34995515450828,0.950161837714404,0.0500368625798728
0.05,0.95,0.35,0.95,0.05,0.0499388851621916,0.949622496415031,0.350108326780173,0.949610940406274,0.0499650748424756
0.35,0.95,0.35,0.95,0.05,0.349710608250462,0.949588338145986,0.350005301996134,0.949920974904671,0.0500019750325009
0.65,0.95,0.35,0.95,0.05,0.650177541567245,0.950580066564726,0.350005542772124,0.949963211925933,0.0500041486520786
