alpha0_in,eta0_in,kappa_in,eta_sh_in,eta_nosh_in,alpha0_out,eta0_out,kappa_out,eta_sh_out,eta_nosh_out
0.95,0.05,0.05,0.95,0.35,0.947774961241521,0.854414105298929,0.0510868763085455,0.92881469882559,0.342184175737202
0.05,0.35,0.05,0.95,0.35,0.0513067639112705,0.332885750292917,0.048448559078679,0.982014842877106,0.361881969802198
0.35,0.35,0.05,0.95,0.35,0.355802899866831,0.394538694701623,0.0550547047751024,0.857963351969374,0.315898000524612
0.65,0.35,0.05,0.95,0.35,0.64979517935717,0.314032724279969,0.0583670041814912,0.807063126885623,0.297109963787079
0.95,0.35,0.05,0.95,0.35,0.950677547836676,0.801816213410348,0.0547462590620853,0.863529427238973,0.31767554092221
0.05,0.65,0.05,0.95,0.35,0.0526042693600175,0.700808096633409,0.0499278370698448,0.951366848545149,0.350563069659984
0.35,0.65,0.05,0.95,0.35,0.355621266033268,0.477259321385645,0.0509127595287282,0.932132233574521,0.343584716378246
0.65,0.65,0.05,0.95,0.35,0.651160868234001,0.611148155294359,0.0480205953354016,0.991254744818434,0.365425960160792
0.95,0.65,0.05,0.95,0.35,0.950715664308518,0.833697182242759,0.0519276581471786,0.912738218554296,0.336257869726978
0.05,0.95,0.05,0.95,0.35,0.0471912446864735,0.932375624048291,0.0483892974480113,0.983006757182011,0.362329407660582
0.35,0.95,0.05,0.95,0.35,0.351090928666963,0.84154858133661,0.053963527589076,0.876392946867782,0.322795747242708
0.65,0.95,0.05,0.95,0.35,0.652442603874078,0.746618884986674,0.0539374004874844,0.877611541931401,0.323059279908193
0.95,0.95,0.05,0.95,0.35,0.950115134764928,0.986506813942469,0.0507181934463006,0.935771798698624,0.344729502336122
0.05,0.05,0.35,0.95,0.35,0.0498781892747502,0.0501840892902692,0.349931218799611,0.950263571990945,0.350109813130985
0.35,0.05,0.35,0.95,0.35,0.350088089704514,0.0501189356436953,0.349981054081582,0.9500674365554,0.350039523094893
0.65,0.05,0.35,0.95,0.35,0.650394371536095,0.0504671252565458,0.350002126884647,0.950008107320173,0.349985259352252
0.95,0.05,0.35,0.95,0.35,0.949921867111698,0.0496152871128288,0.350031484682404,0.949817340377194,0.349979229591554
0.05,0.35,0.35,0.95,0.35,0.0497310200007632,0.350893580471165,0.350121627910994,0.949551032157615,0.349793239845894
0.35,0.35,0.35,0.95,0.35,0.350095037458232,0.350079631592962,0.35003356076777,0.949871146316582,0.349938555416884
0.65,0.35,0.35,0.95,0.35,0.650100546539761,0.350241957057733,0.349934178258991,0.950258009426761,0.350085413228953
0.95,0.35,0.35,0.95,0.35,0.949693635804579,0.349565803189762,0.350133299245499,0.949513706960715,0.349797937786207
0.05,0.65,0.35,0.95,0.35,0.049661681172438,0.651404637494124,0.349847848876379,0.950607841252349,0.35022174497135
0.35,0.65,0.35,0.95,0.35,0.350122690875651,0.650388534115336,0.349958684166268,0.950178362161751,0.350061384247965
0.65,0.65,0.35,0.95,0.35,0.649897566456275,0.649854883424268,0.350000747541344,0.949946227887267,0.350010107109483
0.95,0.65,0.35,0.95,0.35,0.949949222282157,0.649885695966077,0.349988556576136,0.950049964216305,0.35001216323144
0.05,0.95,0.35,0.95,0.35,0.0498895909404382,0.949577993247658,0.350050819222815,0.949722316348925,0.349950609961525
0.35,0.95,0.35,0.95,0.35,0.349827866186388,0.950548875960521,0.349960344610736,0.950133349513635,0.35007217770908
0.65,0.95,0.35,0.95,0.35,0.649983964394778,0.949988350272179,0.350007021799684,0.949966584332287,0.349979793187231
0.95,0.95,0.35,0.95,0.35,0.950122881280549,0.950193004291577,0.350017540305998,0.949935730139259,0.349965212655661
0.05,0.05,0.65,0.95,0.35,0.0500394452537876,0.0499436499958392,0.650004840237671,0.949990555891418,0.349975689088751
0.35,0.05,0.65,0.95,0.35,0.350010248308536,0.0501050901948474,0.650003364658915,0.949993904796429,0.349984181724722
0.65,0.05,0.65,0.95,0.35,0.649937983369455,0.0499859874835238,0.650010273209773,0.949971301131882,0.349975613760762
0.95,0.05,0.65,0.95,0.35,0.950043740449473,0.0499600126640871,0.649995874264278,0.949988974723965,0.350002715014853
0.05,0.35,0.65,0.95,0.35,0.0499704263056628,0.350039254728472,0.649970936996397,0.950078988476889,0.349998841556953
0.35,0.35,0.65,0.95,0.35,0.350080921809422,0.350108615210047,0.649999841989484,0.949996499577537,0.349990835180506
0.65,0.35,0.65,0.95,0.35,0.65010388943665,0.349829903314458,0.649982086539239,0.950044991339382,0.350033598595473
0.95,0.35,0.65,0.95,0.35,0.950024696998298,0.3499458914157,0.649996559252031,0.94998232414946,0.350013797637075
0.05,0.65,0.65,0.95,0.35,0.0499531574605498,0.650084172026254,0.649985699827084,0.950023332930868,0.350027551263338
0.35,0.65,0.65,0.95,0.35,0.350032711401582,0.649976448679809,0.650012064463226,0.949981144425692,0.349982638552319
0.65,0.65,0.65,0.95,0.35,0.650009562610649,0.649981753500469,0.650007081829244,0.949996035335062,0.350009023903112
0.95,0.65,0.65,0.95,0.35,0.95005664229393,0.649960696697235,0.650015771389008,0.95001232624054,0.349967479705811
0.05,0.95,0.65,0.95,0.35,0.0499668199554435,0.950155459882808,0.649974742882478,0.950066612909723,0.350013514165767
0.35,0.95,0.65,0.95,0.35,0.350020370911807,0.949928233865649,0.650012956466526,0.949960293713957,0.349977833684534
0.65,0.95,0.65,0.95,0.35,0.649999462068081,0.949941182509065,0.650016879662871,0.949971107766032,0.349964068736881
0.95,0.95,0.65,0.95,0.35,0.950098905013874,0.950748641742393,0.649984310148284,0.950008625397459,0.350017273565754
0.05,0.05,0.95,0.95,0.35,0.0499755041382741,0.0500111533910967,0.949993012560299,0.949997794989031,0.349994276475627
0.35,0.05,0.95,0.95,0.35,0.350013742085139,0.050026317643642,0.950009060768934,0.949994210124714,0.350001736907871
0.65,0.05,0.95,0.95,0.35,0.65001222176943,0.0499965987401083,0.950005329679698,0.950002154917456,0.350007257889956
0.95,0.05,0.95,0.95,0.35,0.949991325032897,0.0499856738606468,0.949997950461693,0.949998802505434,0.35000326030422
