"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"1069","log_lik[3,23,7]",0.572857570558696,0.76068294745565,0.617789173351838,0.581816455637261,-0.713399946238521,1.22287550761465,1.00194238586602,3004.35929296735,2925.80521399464
"1070","log_lik[1,24,7]",1.23009687119671,1.47841678679314,0.687098426845926,0.260491606468796,-0.1193042742322,1.69444005842038,1.00036093778914,4956.78210172941,5028.1090389819
"1071","log_lik[2,24,7]",0.766044283754687,1.19216330806659,1.16854923737721,0.627941239039809,-1.54611790060665,1.67970457200584,1.00066992950256,7359.63850761618,4098.73029247511
"1072","log_lik[3,24,7]",1.11533013723234,1.41741256497669,0.784363947776689,0.343573372303481,-0.500165843214925,1.69022043342236,1.00084807029992,2315.87450896518,2730.44680658226
"1073","log_lik[1,25,7]",0.574999258072495,0.863826014619821,0.661357128246486,0.162210264809957,-0.788583807899537,0.993332538499336,0.999807050209348,6691.59905669853,4220.8310220451
"1074","log_lik[2,25,7]",0.60838116804836,0.74084709818452,0.392906760417771,0.298640719494508,-0.0903650077887605,0.981814041972777,1.00121136600457,1926.15449523565,2221.45849153153
"1075","log_lik[3,25,7]",0.401561872124175,0.753905083649971,0.846642893789201,0.305137500033813,-1.33105522350159,0.98443569168139,0.999896319477371,6946.73701176809,4224.96930664672
"1076","log_lik[1,26,7]",0.850463968917326,1.12274452683789,0.696863878217665,0.283474193775132,-0.551572919334726,1.3464704227626,1.00070487176726,5885.04098636316,3975.00634192741
"1077","log_lik[2,26,7]",0.843880537594335,1.12738083238477,0.712150966749487,0.281255782699562,-0.669965773053553,1.34589424730488,1.00060837516517,6160.96369745974,4088.3385377671
"1078","log_lik[3,26,7]",0.804464640789097,1.09102197733761,0.758378227904959,0.315287454846317,-0.563639152962566,1.33810445323953,1.00003155356103,3587.61341611986,4895.15798634638
"1079","log_lik[1,27,7]",1.11996469472434,1.39226588857916,0.697570942703294,0.282649829791946,-0.276831370375288,1.61293293308318,1.00141858109028,6553.42939484742,4396.66442091544
"1080","log_lik[2,27,7]",1.10919057295659,1.38970837466469,0.725407724348539,0.287186657748212,-0.375842934570279,1.61346903289865,1.00054949263063,5353.01223683306,3461.58871031142
"1081","log_lik[3,27,7]",-1.40187639243019,-0.820279914876874,2.42019978980794,2.12429502534877,-6.07198060762409,1.41283015770517,1.00155711893119,8996.34234032469,2691.59321541692
"1082","log_lik[1,28,7]",0.932426481243183,1.19884859018213,0.678613543619734,0.291791876876234,-0.440913110852794,1.42980659520479,1.00083738468874,6281.6555796245,4439.35818996811
"1083","log_lik[2,28,7]",0.812797078160239,1.14012676450884,0.850727445392257,0.362210899064015,-0.840743087327629,1.42140931076788,0.999792739021132,6330.36462159715,3826.37856763712
"1084","log_lik[3,28,7]",0.886758733670849,1.15227177806921,0.708953858756371,0.337049463987743,-0.418159416892776,1.41857873595381,1.00012524225678,2854.80661780758,4675.5827358538
"1085","log_lik[1,29,7]",0.332386970120582,0.678661266612021,0.957694913666346,0.551750566213241,-1.59765062725722,1.10722831709902,1.00030429996225,5477.31668787366,3807.13137666033
"1086","log_lik[2,29,7]",0.488904656289063,0.822241077322404,0.857618783752603,0.376081861289258,-1.22232924378093,1.11457243546085,1.00026107104283,3643.65445188542,3568.71485679734
"1087","log_lik[3,29,7]",0.628006612600092,0.873409021477113,0.685359446309104,0.308532708867584,-0.640779402481422,1.11547594126272,1.00064624957655,2718.47512933948,4375.07240443821
"1088","log_lik[1,30,7]",-0.633891927526221,-0.335107409629303,0.978573721036832,0.904912143485255,-2.70186196129711,0.38494061244794,1.00121385321985,6414.31689326017,3027.88517092035
"1089","log_lik[2,30,7]",-0.112199531720889,0.173450806161949,0.724690534316836,0.297861575319162,-1.57810766610646,0.408313999339258,0.999924743394147,8411.9945688797,3571.89442589645
"1090","log_lik[3,30,7]",-1.21451453407198,-0.803257996057962,1.47639153501001,1.29303233644268,-4.3139151042532,0.353374543348868,1.00030233989984,8753.70531158036,3086.87675754347
"1091","log_lik[1,31,7]",0.264065574894331,0.770089598840729,1.515571736671,1.11211555643676,-2.80227582755756,1.65020170842285,0.99992540453259,7328.86419728666,4102.20508819089
"1092","log_lik[2,31,7]",-5.66773528808974,-5.18389765208311,3.81468139741928,3.78828057306332,-12.7213063245805,-0.344839445600223,1.00031343806343,6158.649996518,3062.69832522038
"1093","log_lik[3,31,7]",1.0799755921028,1.39977911088147,0.834161249553671,0.353996350809932,-0.552832397132683,1.67852284615183,1.00091129290687,3188.66569747365,2810.37655349138
"1094","log_lik[1,32,7]",0.495259152651241,0.782756884530937,0.723330602462545,0.327443379997601,-1.00917866733611,1.03913164910071,1.00111530981957,3093.73849643862,3568.38696337427
"1095","log_lik[2,32,7]",0.605373870760937,0.827745421069513,0.623984201920069,0.258289461678231,-0.614961118921265,1.04212340229454,1.00079666106146,3277.2633944765,4270.32176161575
"1096","log_lik[3,32,7]",-0.557179231537064,-0.0664076438815738,1.63421236861124,1.29679037302489,-3.82908951477809,1.00301966060432,1.0011487466522,8556.0716314527,3877.73018337246
"1097","log_lik[1,33,7]",1.23336367524772,1.44215804569709,0.535363671373545,0.120622493181623,0.139738111548437,1.55348264515484,1.00011939586968,6169.17538679545,4715.97035990412
"1098","log_lik[2,33,7]",1.05553889585054,1.3114255194431,0.662421904326372,0.291615774529399,-0.312040428485582,1.54161100016076,1.00102450025293,1893.50621072293,2330.30704563595
"1099","log_lik[3,33,7]",1.17834647373938,1.40328662693709,0.58910711259534,0.161544865095736,-0.00637885192495858,1.54792062558655,1.00026830407869,5376.48818779418,4694.41295876769
"1100","log_lik[1,34,7]",-4.90779964173508,-4.41507191198548,3.52442285567846,3.28991980861294,-11.5620102841065,-0.173315297509825,1.00057702248335,9067.2002787634,3530.59717012051
"1101","log_lik[2,34,7]",-2.83486717992781,-2.35418787398037,2.74954943680135,2.54577293204813,-8.18948794232633,0.671944424618599,1.00211376817355,9275.2187898358,2755.58956946206
"1102","log_lik[3,34,7]",0.258527431590453,0.708787128582034,1.18263707424885,0.597727517187066,-2.15513878359326,1.1658600938291,0.999636770979006,6922.96194556405,4528.1690023985
"1103","log_lik[1,35,7]",0.894118983236964,1.18079137667018,0.75636223140898,0.35860809231878,-0.683414137107806,1.46440353933543,1.00283811518963,1958.29720507373,1445.43790594599
"1104","log_lik[2,35,7]",0.927345569337862,1.19749878742225,0.713377054638125,0.333038454620083,-0.55315988960274,1.46448862602185,1.00060659972588,2491.1796330196,2858.87080173987
"1105","log_lik[3,35,7]",0.820408901655316,1.13362758396102,0.843596869810766,0.420311132083246,-0.876926200189247,1.46233565041423,1.00013985879745,5996.04809492144,3583.72305837626
"1106","log_lik[1,36,7]",1.09517417599156,1.35589864497742,0.598977251083494,0.162900297863791,-0.148995413889338,1.48761880385588,1.00009013390088,5996.15059094184,4863.53945286633
"1107","log_lik[2,36,7]",1.05876150223937,1.26372143836897,0.554743013992576,0.260915775889993,-0.0234926770344829,1.47808900369678,1.00371261494551,2272.89107644048,2862.51204001811
"1108","log_lik[3,36,7]",0.541519732516361,0.929367076285246,1.1206012953902,0.682082766779464,-1.73234212268267,1.46494363959128,1.00011658505359,6090.30451451435,4359.78967796274
"1109","log_lik[1,37,7]",1.14665160391035,1.54676040667784,1.07412971411596,0.573569010735268,-1.01863835117389,1.99025952797277,1.00068165043327,5415.08663432446,4347.72609302319
"1110","log_lik[2,37,7]",1.4037692148378,1.71554461353812,0.805500044005032,0.362498535516004,-0.311113726673391,2.0019468973855,1.0003632088863,2153.2892863522,3027.88381555302
"1111","log_lik[3,37,7]",1.39755520489845,1.68776467291673,0.739822289985183,0.392726965890976,-0.222574512179707,1.99755001686703,1.0005952597933,2275.69816330886,2444.34727783671
"1112","log_lik[1,38,7]",0.847436943078111,1.05101470778686,0.523532844154199,0.341455533515055,-0.253775896957674,1.3191482998178,1.002203049444,1773.64281033217,1946.91721249323
"1113","log_lik[2,38,7]",0.913209935849892,1.1641758733475,0.630089201406577,0.21017013066798,-0.32024236198032,1.33141232038556,1.00093610334292,6294.78331295619,3671.74224983496
"1114","log_lik[3,38,7]",0.621402154835192,0.962226007086506,0.873574520307785,0.460525758741701,-1.28600106146306,1.3163266982013,1.00025947968155,2619.87149093942,2641.63492590867
