"","variable","mean","median","sd","mad","q5","q95","rhat","ess_bulk","ess_tail"
"13876","log_lik[2,37,113]",3.37034244881312,3.82313794194542,1.20385302804859,0.711509329671949,0.774823055340379,4.37800317546663,1.00070888876195,6094.71611213731,3878.44810288647
"13877","log_lik[3,37,113]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13878","log_lik[1,38,113]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13879","log_lik[2,38,113]",2.47820331708364,2.71686977306328,0.591093442522481,0.306103750755708,1.19580458876897,2.96728311768763,1.00164170115323,1752.38984299951,2170.97282284194
"13880","log_lik[3,38,113]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13881","log_lik[1,39,113]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13882","log_lik[2,39,113]",3.88831920693497,4.16603390741176,0.741630427380148,0.316685151940983,2.44751706539218,4.42121932137078,1.0005498224329,2088.74969022793,2436.41554420982
"13883","log_lik[3,39,113]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13884","log_lik[1,40,113]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13885","log_lik[2,40,113]",0.930271198074611,1.42397102555006,1.48577275213318,1.01548585965338,-2.0881684454165,2.22500503584281,1.00056275277169,9085.0356297369,4647.46463620846
"13886","log_lik[3,40,113]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13887","log_lik[1,1,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13888","log_lik[2,1,114]",3.32923625794376,3.6310540601702,0.784216877475117,0.344435144849467,1.72953519062294,3.90769551767173,1.00024442329878,2939.61998870831,3214.24941317311
"13889","log_lik[3,1,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13890","log_lik[1,2,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13891","log_lik[2,2,114]",3.49669943240986,3.77091990186453,0.725984415519132,0.314642264864678,2.06960132794334,4.02830651733386,1.00303893680207,2309.86560847502,2613.83784221355
"13892","log_lik[3,2,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13893","log_lik[1,3,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13894","log_lik[2,3,114]",1.64129227397937,1.96108978041922,0.832531316687217,0.375674447678032,-0.0262906763384971,2.25927365174233,1.0015265982194,2842.56193759895,2926.9366593921
"13895","log_lik[3,3,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13896","log_lik[1,4,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13897","log_lik[2,4,114]",3.1369056740857,3.40811591078304,0.705041930545329,0.32370487691827,1.70595655115263,3.66914511777506,1.00045409467413,2483.4722238758,2989.3781095179
"13898","log_lik[3,4,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13899","log_lik[1,5,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13900","log_lik[2,5,114]",-21.2341295235616,-20.8302110027376,6.87092251275462,7.06542979828869,-33.1950275441311,-10.8713032796067,1.00177363736241,9373.65954780611,3143.40469275903
"13901","log_lik[3,5,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13902","log_lik[1,6,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13903","log_lik[2,6,114]",-0.492433894800224,0.0229185979288733,2.41864675043354,2.15704507064992,-5.21653815731961,2.36986783206701,1.0009674228764,10338.8132862438,3245.4772279823
"13904","log_lik[3,6,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13905","log_lik[1,7,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13906","log_lik[2,7,114]",1.1309300814004,1.632886535628,2.32056564353984,2.06196705720566,-3.39292013158948,3.86972438586554,1.00107020309102,13365.3771060882,3542.44821123965
"13907","log_lik[3,7,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13908","log_lik[1,8,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13909","log_lik[2,8,114]",1.85242922824273,2.15092011275372,0.782959567114948,0.329760849021652,0.255011231871477,2.41822204109409,1.00193716037817,2460.24685062225,2859.29066916996
"13910","log_lik[3,8,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13911","log_lik[1,9,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13912","log_lik[2,9,114]",3.17206756860049,3.60499436281183,1.14560465298704,0.579570479183235,0.862798483873498,4.05406827537328,1.00005579191491,6034.80631344865,4076.17361860105
"13913","log_lik[3,9,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13914","log_lik[1,10,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13915","log_lik[2,10,114]",0.738574033485666,1.25439811341317,1.51072675781614,1.07262319014488,-2.25597291057697,2.11158561798224,1.0010154092783,8059.63569253487,4152.89465383953
"13916","log_lik[3,10,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13917","log_lik[1,11,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13918","log_lik[2,11,114]",2.41418156725476,2.8083953682034,1.05836920179824,0.558852468665707,0.298342026982445,3.24183448838408,1.00006494407235,4578.37476038401,3650.53893669709
"13919","log_lik[3,11,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13920","log_lik[1,12,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13921","log_lik[2,12,114]",3.51957202402845,3.95223940109458,1.14345090700021,0.577581015048286,1.27133650177519,4.40071405956795,1.00059424228505,5144.65447235359,3826.64243228337
"13922","log_lik[3,12,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13923","log_lik[1,13,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13924","log_lik[2,13,114]",0.355849010815899,0.842056697706558,1.62225944894376,1.26819828579992,-2.92649711900438,1.87695262689961,0.999856626625769,7430.70940793322,4562.13747060275
"13925","log_lik[3,13,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13926","log_lik[1,14,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13927","log_lik[2,14,114]",2.85924506502873,3.03565277453929,0.485564580554353,0.302348139457536,1.90081231067705,3.2892099999202,1.00057791964661,1858.3525112732,2236.97461408169
"13928","log_lik[3,14,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13929","log_lik[1,15,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13930","log_lik[2,15,114]",2.5486997815967,2.95166331507799,1.02234080548908,0.469321306552227,0.389615013279496,3.31764979428644,1.00005488181695,5354.038016031,3989.15786740672
"13931","log_lik[3,15,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13932","log_lik[1,16,114]",NA,NA,NA,NA,NA,NA,NA,NA,NA
